Target (Entrez)	Target (Gene Symbol)	P-value (global)	P-value (local)	Association	microRNA
92999	ZBTB47	2.53e-05	0.000846	negative	hsa-miR-19a
92999	ZBTB47	2.53e-05	0.00103	negative	hsa-miR-19b
92999	ZBTB47	2.53e-05	0.0038	negative	hsa-miR-590-5p
58490	RPRD1B	2.53e-05	3.24e-05	positive	hsa-miR-215
58490	RPRD1B	2.53e-05	6.59e-05	positive	hsa-miR-192
157378	TMEM65	2.54e-05	4.31e-07	negative	hsa-miR-29c
157378	TMEM65	2.54e-05	7.76e-05	negative	hsa-miR-29a
157378	TMEM65	2.54e-05	0.00114	negative	hsa-miR-101
157378	TMEM65	2.54e-05	0.00179	negative	hsa-miR-29b
64328	XPO4	2.54e-05	2.68e-05	positive	hsa-miR-204
5122	PCSK1	2.55e-05	0.000553	positive	hsa-miR-494
5122	PCSK1	2.55e-05	0.000724	positive	hsa-miR-548c-3p
119467	CLRN3	2.56e-05	2.56e-05	positive	hsa-miR-198
9406	ZRANB2	2.56e-05	0.000152	negative	hsa-miR-548c-3p
9406	ZRANB2	2.56e-05	0.00181	negative	hsa-miR-887
9406	ZRANB2	2.56e-05	0.0014	positive	hsa-miR-203
221914	GPC2	2.56e-05	2.56e-05	positive	hsa-miR-296-5p
23676	SMPX	2.57e-05	0.000141	negative	hsa-miR-200b
23676	SMPX	2.57e-05	0.000472	negative	hsa-miR-429
23676	SMPX	2.57e-05	0.0019	positive	hsa-miR-485-3p
81831	NETO2	2.59e-05	9.3e-08	negative	hsa-miR-377
81831	NETO2	2.59e-05	0.00959	positive	hsa-miR-144
10614	HEXIM1	2.6e-05	2.6e-05	positive	hsa-miR-222
54862	CC2D1A	2.6e-05	7.8e-08	negative	hsa-miR-20a
54862	CC2D1A	2.6e-05	8.79e-08	negative	hsa-miR-20b
54862	CC2D1A	2.6e-05	8.63e-07	negative	hsa-miR-17
54862	CC2D1A	2.6e-05	0.00285	positive	hsa-miR-636
23119	HIC2	2.61e-05	2.85e-05	negative	hsa-let-7d
23119	HIC2	2.61e-05	4.12e-05	negative	hsa-miR-98
23119	HIC2	2.61e-05	5.7e-05	negative	hsa-let-7f
23119	HIC2	2.61e-05	7.92e-05	negative	hsa-miR-218
23119	HIC2	2.61e-05	8.16e-05	negative	hsa-let-7e
23119	HIC2	2.61e-05	0.000123	negative	hsa-let-7a
23119	HIC2	2.61e-05	0.000134	negative	hsa-let-7g
23119	HIC2	2.61e-05	0.000304	negative	hsa-let-7c
23119	HIC2	2.61e-05	0.000526	negative	hsa-let-7i
23119	HIC2	2.61e-05	0.000637	negative	hsa-miR-107
23119	HIC2	2.61e-05	0.00089	negative	hsa-miR-30b
23119	HIC2	2.61e-05	0.000967	negative	hsa-miR-1
1174	AP1S1	2.62e-05	7.82e-06	negative	hsa-miR-204
1174	AP1S1	2.62e-05	0.000103	negative	hsa-let-7d
1174	AP1S1	2.62e-05	0.000186	negative	hsa-let-7e
1174	AP1S1	2.62e-05	0.000716	negative	hsa-let-7g
1174	AP1S1	2.62e-05	0.000769	negative	hsa-miR-1
1174	AP1S1	2.62e-05	0.00223	negative	hsa-let-7f
1174	AP1S1	2.62e-05	0.0025	negative	hsa-miR-582-5p
1174	AP1S1	2.62e-05	0.00414	negative	hsa-let-7a
64097	EPB41L4A	2.62e-05	3.45e-05	negative	hsa-miR-92b
9739	SETD1A	2.63e-05	2.32e-05	positive	hsa-miR-564
9543	IGDCC3	2.63e-05	6.87e-06	negative	hsa-miR-23b
9543	IGDCC3	2.63e-05	2.48e-05	negative	hsa-let-7e
9543	IGDCC3	2.63e-05	0.000498	negative	hsa-let-7d
9543	IGDCC3	2.63e-05	0.000912	negative	hsa-let-7c
9543	IGDCC3	2.63e-05	0.00196	negative	hsa-let-7g
9543	IGDCC3	2.63e-05	0.00239	negative	hsa-miR-98
9543	IGDCC3	2.63e-05	0.00263	negative	hsa-let-7f
9543	IGDCC3	2.63e-05	0.00268	negative	hsa-miR-23a
9543	IGDCC3	2.63e-05	0.00405	negative	hsa-let-7a
9543	IGDCC3	2.63e-05	1.75e-05	positive	hsa-miR-548c-3p
9543	IGDCC3	2.63e-05	0.000438	positive	hsa-miR-1228
80218	NAA50	2.63e-05	1.89e-05	negative	hsa-miR-760
80218	NAA50	2.63e-05	2.17e-07	positive	hsa-miR-590-5p
80218	NAA50	2.63e-05	3.69e-06	positive	hsa-miR-365
80218	NAA50	2.63e-05	1.35e-05	positive	hsa-miR-301a
80218	NAA50	2.63e-05	0.000632	positive	hsa-miR-96
80218	NAA50	2.63e-05	0.00198	positive	hsa-miR-27b
11138	TBC1D8	2.63e-05	5.03e-05	positive	hsa-miR-199b-5p
11138	TBC1D8	2.63e-05	0.000209	positive	hsa-miR-363
11138	TBC1D8	2.63e-05	0.00021	positive	hsa-miR-130a
11138	TBC1D8	2.63e-05	0.00112	positive	hsa-miR-199a-5p
284325	C19orf54	2.64e-05	0.000124	negative	hsa-miR-125b
284325	C19orf54	2.64e-05	0.000427	negative	hsa-miR-125a-5p
51062	ATL1	2.64e-05	1.15e-05	negative	hsa-miR-501-3p
2152	F3	2.65e-05	0.000188	positive	hsa-miR-223
2152	F3	2.65e-05	0.00202	positive	hsa-miR-148a
64786	TBC1D15	2.66e-05	6.85e-09	negative	hsa-miR-381
64786	TBC1D15	2.66e-05	0.000755	negative	hsa-miR-300
64786	TBC1D15	2.66e-05	0.00383	negative	hsa-miR-206
64786	TBC1D15	2.66e-05	3.82e-11	positive	hsa-miR-20a
64786	TBC1D15	2.66e-05	6.49e-05	positive	hsa-miR-26b
64786	TBC1D15	2.66e-05	0.00148	positive	hsa-miR-200b
9213	XPR1	2.66e-05	3.81e-05	positive	hsa-miR-205
84639	IL1F10	2.66e-05	2.66e-05	positive	hsa-miR-345
7799	PRDM2	2.67e-05	6.2e-11	positive	hsa-miR-221
7799	PRDM2	2.67e-05	0.00181	positive	hsa-let-7e
51637	C14orf166	2.69e-05	2.69e-05	negative	hsa-miR-584
2222	FDFT1	2.71e-05	2.71e-05	negative	hsa-miR-548c-3p
4239	MFAP4	2.74e-05	2.74e-05	negative	hsa-miR-769-5p
27236	ARFIP1	2.75e-05	2.75e-05	positive	hsa-miR-23b
2746	GLUD1	2.76e-05	8.28e-05	positive	hsa-miR-16
2746	GLUD1	2.76e-05	0.000105	positive	hsa-miR-15a
2746	GLUD1	2.76e-05	0.000125	positive	hsa-miR-107
2746	GLUD1	2.76e-05	0.00253	positive	hsa-miR-424
79830	ZMYM1	2.76e-05	1.08e-05	positive	hsa-miR-374a
79830	ZMYM1	2.76e-05	0.000145	positive	hsa-miR-374b
55747	FAM21B	2.77e-05	2.23e-05	positive	hsa-miR-148a
149041	RC3H1	2.78e-05	0.000245	negative	hsa-miR-345
149041	RC3H1	2.78e-05	3.63e-06	positive	hsa-miR-374a
149041	RC3H1	2.78e-05	1.95e-05	positive	hsa-miR-374b
5087	PBX1	2.78e-05	3.01e-05	negative	hsa-miR-198
5087	PBX1	2.78e-05	0.0015	negative	hsa-miR-940
5087	PBX1	2.78e-05	1.05e-05	positive	hsa-miR-324-5p
5756	TWF1	2.79e-05	0.000482	negative	hsa-miR-486-5p
5756	TWF1	2.79e-05	0.00341	negative	hsa-miR-206
5756	TWF1	2.79e-05	1.37e-05	positive	hsa-miR-30c
5756	TWF1	2.79e-05	1.45e-05	positive	hsa-miR-20b
5756	TWF1	2.79e-05	2.85e-05	positive	hsa-miR-20a
5756	TWF1	2.79e-05	0.00114	positive	hsa-miR-18b
5756	TWF1	2.79e-05	0.00116	positive	hsa-miR-18a
5756	TWF1	2.79e-05	0.00196	positive	hsa-miR-495
8439	NSMAF	2.79e-05	0.00123	negative	hsa-miR-92b
8439	NSMAF	2.79e-05	2.76e-05	positive	hsa-miR-363
8439	NSMAF	2.79e-05	7.12e-05	positive	hsa-miR-32
8439	NSMAF	2.79e-05	0.000611	positive	hsa-miR-25
8974	P4HA2	2.82e-05	2.67e-10	negative	hsa-miR-30b
6470	SHMT1	2.82e-05	2.82e-05	negative	hsa-miR-218
27069	GHITM	2.83e-05	1.77e-06	positive	hsa-miR-23b
27069	GHITM	2.83e-05	0.008	positive	hsa-miR-23a
51125	GOLGA7	2.83e-05	0.00101	negative	hsa-miR-760
51125	GOLGA7	2.83e-05	5.01e-06	positive	hsa-miR-218
51125	GOLGA7	2.83e-05	3.58e-05	positive	hsa-let-7e
51125	GOLGA7	2.83e-05	0.000699	positive	hsa-let-7d
51125	GOLGA7	2.83e-05	0.00116	positive	hsa-let-7g
25820	ARIH1	2.85e-05	0.00403	negative	hsa-miR-491-3p
25820	ARIH1	2.85e-05	2.33e-05	positive	hsa-miR-200b
25820	ARIH1	2.85e-05	0.000123	positive	hsa-miR-429
7080	NKX2-1	2.85e-05	8.01e-06	negative	hsa-miR-23b
7080	NKX2-1	2.85e-05	0.000676	negative	hsa-miR-23a
30011	SH3KBP1	2.9e-05	4.92e-07	negative	hsa-miR-19a
30011	SH3KBP1	2.9e-05	9.22e-06	negative	hsa-miR-96
30011	SH3KBP1	2.9e-05	0.000341	positive	hsa-miR-224
51765	MST4	2.9e-05	2.9e-05	negative	hsa-miR-19b
199221	DZIP1L	2.9e-05	3e-05	negative	hsa-miR-374a
199221	DZIP1L	2.9e-05	4.02e-05	negative	hsa-miR-374b
26130	GAPVD1	2.93e-05	1.46e-06	negative	hsa-miR-622
26130	GAPVD1	2.93e-05	5.05e-05	positive	hsa-miR-365
26130	GAPVD1	2.93e-05	0.000629	positive	hsa-miR-132
26130	GAPVD1	2.93e-05	0.000834	positive	hsa-miR-28-5p
148252	DIRAS1	2.93e-05	2.93e-05	negative	hsa-miR-125b
144453	BEST3	2.93e-05	0.000264	negative	hsa-miR-21
144453	BEST3	2.93e-05	0.000289	negative	hsa-miR-365
144453	BEST3	2.93e-05	0.00105	negative	hsa-miR-590-5p
55544	RBM38	2.96e-05	1.51e-06	negative	hsa-let-7a
55544	RBM38	2.96e-05	7.72e-06	negative	hsa-let-7f
55544	RBM38	2.96e-05	1.12e-05	negative	hsa-let-7b
55544	RBM38	2.96e-05	4.14e-05	negative	hsa-miR-98
55544	RBM38	2.96e-05	4.46e-05	negative	hsa-let-7g
55544	RBM38	2.96e-05	0.000114	negative	hsa-let-7c
55544	RBM38	2.96e-05	0.000234	negative	hsa-let-7d
55544	RBM38	2.96e-05	0.00034	negative	hsa-let-7i
5191	PEX7	2.96e-05	2.96e-05	positive	hsa-miR-135a
57223	SMEK2	2.97e-05	1.18e-06	positive	hsa-miR-29b
57223	SMEK2	2.97e-05	3.56e-06	positive	hsa-miR-107
57223	SMEK2	2.97e-05	0.000236	positive	hsa-miR-1
8091	HMGA2	2.98e-05	1.4e-05	negative	hsa-let-7e
8091	HMGA2	2.98e-05	0.00012	negative	hsa-let-7d
8091	HMGA2	2.98e-05	0.000481	negative	hsa-miR-365
8091	HMGA2	2.98e-05	0.000484	negative	hsa-let-7f
8091	HMGA2	2.98e-05	0.000503	negative	hsa-let-7g
8091	HMGA2	2.98e-05	0.000515	negative	hsa-miR-98
8091	HMGA2	2.98e-05	0.000657	negative	hsa-miR-132
8091	HMGA2	2.98e-05	0.000788	negative	hsa-miR-23a
8091	HMGA2	2.98e-05	8e-04	negative	hsa-let-7c
8091	HMGA2	2.98e-05	0.00104	negative	hsa-let-7a
8091	HMGA2	2.98e-05	0.00147	negative	hsa-miR-152
8091	HMGA2	2.98e-05	0.00467	negative	hsa-miR-497
8091	HMGA2	2.98e-05	0.000389	positive	hsa-miR-548c-3p
163033	ZNF579	3e-05	8.64e-05	negative	hsa-miR-23b
163033	ZNF579	3e-05	0.000136	negative	hsa-miR-199b-5p
163033	ZNF579	3e-05	0.00171	negative	hsa-miR-23a
163033	ZNF579	3e-05	2.14e-05	positive	hsa-miR-198
6524	SLC5A2	3.01e-05	3.01e-05	positive	hsa-miR-296-5p
147495	APCDD1	3.02e-05	1.38e-06	negative	hsa-miR-93
147495	APCDD1	3.02e-05	1.97e-05	negative	hsa-miR-106b
147495	APCDD1	3.02e-05	0.000168	negative	hsa-miR-130b
147495	APCDD1	3.02e-05	0.00425	negative	hsa-miR-17
147495	APCDD1	3.02e-05	0.00502	negative	hsa-miR-20a
147495	APCDD1	3.02e-05	0.000497	positive	hsa-miR-130a
8766	RAB11A	3.03e-05	0.000138	negative	hsa-miR-631
8766	RAB11A	3.03e-05	0.000173	positive	hsa-miR-30e
220164	DOK6	3.03e-05	5.2e-06	positive	hsa-miR-584
220164	DOK6	3.03e-05	0.000115	positive	hsa-miR-501-3p
220164	DOK6	3.03e-05	0.00186	positive	hsa-miR-665
91746	YTHDC1	3.03e-05	4.01e-06	positive	hsa-miR-16
91746	YTHDC1	3.03e-05	5.73e-06	positive	hsa-miR-30c
91746	YTHDC1	3.03e-05	0.000299	positive	hsa-miR-200a
91746	YTHDC1	3.03e-05	0.000356	positive	hsa-miR-15a
91746	YTHDC1	3.03e-05	0.000773	positive	hsa-miR-107
91746	YTHDC1	3.03e-05	0.0011	positive	hsa-miR-103
91746	YTHDC1	3.03e-05	0.00377	positive	hsa-miR-30b
8703	B4GALT3	3.07e-05	0.00034	negative	hsa-miR-605
8703	B4GALT3	3.07e-05	0.000346	negative	hsa-miR-27b
2582	GALE	3.07e-05	2.21e-06	negative	hsa-let-7d
2582	GALE	3.07e-05	5.51e-06	negative	hsa-let-7e
2582	GALE	3.07e-05	0.000111	negative	hsa-let-7f
2582	GALE	3.07e-05	0.000576	negative	hsa-let-7a
23099	ZBTB43	3.08e-05	3.08e-05	negative	hsa-miR-501-5p
9196	KCNAB3	3.08e-05	0.000542	negative	hsa-miR-135a
9196	KCNAB3	3.08e-05	0.000455	positive	hsa-miR-663
5992	RFX4	3.08e-05	2.46e-06	negative	hsa-miR-374a
8801	SUCLG2	3.08e-05	3.08e-05	positive	hsa-let-7g
64762	FAM59A	3.09e-05	4.52e-05	negative	hsa-miR-153
747	DAGLA	3.09e-05	8.6e-07	negative	hsa-let-7d
747	DAGLA	3.09e-05	1.59e-06	negative	hsa-miR-98
747	DAGLA	3.09e-05	5.21e-06	negative	hsa-let-7e
747	DAGLA	3.09e-05	5.39e-06	negative	hsa-let-7g
747	DAGLA	3.09e-05	8.13e-06	negative	hsa-let-7f
747	DAGLA	3.09e-05	2.27e-05	negative	hsa-let-7a
747	DAGLA	3.09e-05	4.1e-05	negative	hsa-let-7i
747	DAGLA	3.09e-05	0.00064	negative	hsa-let-7c
152503	SH3D19	3.12e-05	0.000487	negative	hsa-miR-92a
152503	SH3D19	3.12e-05	3.8e-08	positive	hsa-miR-218
29906	ST8SIA5	3.13e-05	0.000177	negative	hsa-miR-218
29906	ST8SIA5	3.13e-05	0.000447	negative	hsa-miR-130a
29906	ST8SIA5	3.13e-05	0.000646	negative	hsa-miR-454
29906	ST8SIA5	3.13e-05	0.000561	positive	hsa-miR-671-5p
55222	LRRC20	3.14e-05	2.08e-05	negative	hsa-let-7e
55222	LRRC20	3.14e-05	0.000119	negative	hsa-let-7d
57659	ZBTB4	3.14e-05	2.49e-12	negative	hsa-miR-18a
57659	ZBTB4	3.14e-05	7.06e-05	negative	hsa-miR-18b
1407	CRY1	3.15e-05	0.00189	negative	hsa-miR-130b
1407	CRY1	3.15e-05	7.15e-05	positive	hsa-miR-130a
114884	OSBPL10	3.15e-05	1.96e-06	negative	hsa-miR-182
114884	OSBPL10	3.15e-05	4.54e-08	positive	hsa-miR-27b
22930	RAB3GAP1	3.16e-05	0.000157	negative	hsa-miR-125a-3p
57535	KIAA1324	3.2e-05	0.00115	negative	hsa-miR-650
57535	KIAA1324	3.2e-05	3.38e-05	positive	hsa-miR-96
4619	MYH1	3.21e-05	6.57e-06	negative	hsa-miR-23b
4619	MYH1	3.21e-05	0.00177	negative	hsa-miR-23a
2559	GABRA6	3.21e-05	1.95e-05	negative	hsa-miR-200b
2559	GABRA6	3.21e-05	6e-05	negative	hsa-miR-429
10114	HIPK3	3.21e-05	8.06e-07	negative	hsa-miR-92a
10114	HIPK3	3.21e-05	0.00174	negative	hsa-miR-92b
10114	HIPK3	3.21e-05	0.0021	negative	hsa-miR-25
10114	HIPK3	3.21e-05	8.37e-07	positive	hsa-miR-363
9453	GGPS1	3.21e-05	3.21e-05	positive	hsa-miR-135a
5238	PGM3	3.23e-05	2.53e-08	positive	hsa-miR-30b
5238	PGM3	3.23e-05	1.83e-07	positive	hsa-miR-30c
5238	PGM3	3.23e-05	8.22e-07	positive	hsa-miR-30e
5238	PGM3	3.23e-05	1.96e-05	positive	hsa-miR-582-5p
23046	KIF21B	3.24e-05	6.15e-06	negative	hsa-let-7e
23046	KIF21B	3.24e-05	3.53e-05	negative	hsa-let-7d
23046	KIF21B	3.24e-05	0.000161	negative	hsa-let-7a
23046	KIF21B	3.24e-05	0.000378	negative	hsa-miR-98
23046	KIF21B	3.24e-05	0.00382	positive	hsa-miR-665
147808	ZNF784	3.25e-05	4.83e-05	negative	hsa-let-7d
147808	ZNF784	3.25e-05	0.000799	negative	hsa-let-7c
147808	ZNF784	3.25e-05	0.00147	negative	hsa-miR-301a
147808	ZNF784	3.25e-05	0.00176	negative	hsa-miR-130a
147808	ZNF784	3.25e-05	2.04e-05	positive	hsa-miR-760
163259	DENND2C	3.26e-05	3.26e-05	negative	hsa-miR-15b
27090	ST6GALNAC4	3.26e-05	5.15e-05	negative	hsa-miR-99a
27090	ST6GALNAC4	3.26e-05	5.38e-05	negative	hsa-miR-100
23568	ARL2BP	3.28e-05	1.25e-05	positive	hsa-miR-374b
23568	ARL2BP	3.28e-05	8.47e-05	positive	hsa-miR-374a
26003	GORASP2	3.29e-05	0.000104	negative	hsa-miR-1237
26003	GORASP2	3.29e-05	0.000392	negative	hsa-miR-300
26003	GORASP2	3.29e-05	0.0017	negative	hsa-miR-548d-5p
26003	GORASP2	3.29e-05	4.74e-07	positive	hsa-miR-15a
26003	GORASP2	3.29e-05	9.82e-07	positive	hsa-miR-16
25924	MYRIP	3.3e-05	8.68e-05	negative	hsa-miR-34a
25924	MYRIP	3.3e-05	4.38e-10	positive	hsa-miR-182
25924	MYRIP	3.3e-05	8.17e-08	positive	hsa-miR-96
9411	ARHGAP29	3.3e-05	3.24e-05	negative	hsa-miR-485-3p
387680	FAM21A	3.31e-05	2.55e-05	positive	hsa-miR-148a
57494	RIMKLB	3.31e-05	0.00666	negative	hsa-miR-638
57494	RIMKLB	3.31e-05	3.7e-09	positive	hsa-miR-218
57494	RIMKLB	3.31e-05	1.32e-07	positive	hsa-miR-495
57494	RIMKLB	3.31e-05	0.00165	positive	hsa-miR-136
90655	TGIF2LY	3.31e-05	2.93e-06	negative	hsa-miR-15a
90655	TGIF2LY	3.31e-05	0.000978	negative	hsa-miR-497
2306	FOXD2	3.33e-05	6.47e-05	negative	hsa-miR-125a-5p
2306	FOXD2	3.33e-05	0.000109	negative	hsa-miR-374b
2306	FOXD2	3.33e-05	0.00158	negative	hsa-miR-125b
23390	ZDHHC17	3.34e-05	4.28e-06	negative	hsa-miR-601
23390	ZDHHC17	3.34e-05	1.22e-06	positive	hsa-miR-30b
23390	ZDHHC17	3.34e-05	0.000183	positive	hsa-miR-200b
23390	ZDHHC17	3.34e-05	0.00289	positive	hsa-miR-10a
23390	ZDHHC17	3.34e-05	0.00303	positive	hsa-miR-429
56905	C15orf39	3.35e-05	1.82e-05	negative	hsa-let-7a
56905	C15orf39	3.35e-05	3.97e-05	negative	hsa-let-7g
56905	C15orf39	3.35e-05	6.55e-05	negative	hsa-let-7c
56905	C15orf39	3.35e-05	6.99e-05	negative	hsa-miR-98
56905	C15orf39	3.35e-05	0.00723	negative	hsa-let-7i
139285	FAM123B	3.35e-05	8.78e-10	negative	hsa-miR-29b
139285	FAM123B	3.35e-05	9.64e-07	negative	hsa-miR-29c
139285	FAM123B	3.35e-05	3.67e-05	negative	hsa-miR-29a
139285	FAM123B	3.35e-05	4.65e-05	negative	hsa-miR-15a
139285	FAM123B	3.35e-05	6.82e-05	negative	hsa-miR-377
139285	FAM123B	3.35e-05	0.00122	negative	hsa-miR-424
139285	FAM123B	3.35e-05	0.00316	negative	hsa-miR-152
83741	TFAP2D	3.37e-05	2.44e-06	negative	hsa-miR-16
83741	TFAP2D	3.37e-05	4.7e-06	negative	hsa-miR-195
83741	TFAP2D	3.37e-05	8.16e-05	negative	hsa-miR-15a
83741	TFAP2D	3.37e-05	0.000947	negative	hsa-miR-497
83741	TFAP2D	3.37e-05	0.00322	negative	hsa-miR-133a
9266	CYTH2	3.4e-05	0.00487	negative	hsa-miR-140-5p
9266	CYTH2	3.4e-05	0.00011	positive	hsa-miR-663
9266	CYTH2	3.4e-05	0.00563	positive	hsa-miR-423-5p
80320	SP6	3.4e-05	0.00029	positive	hsa-miR-548c-3p
80320	SP6	3.4e-05	0.00269	positive	hsa-miR-198
9870	KIAA0317	3.42e-05	3.77e-07	positive	hsa-miR-135a
9870	KIAA0317	3.42e-05	5.71e-05	positive	hsa-miR-16
9870	KIAA0317	3.42e-05	6.4e-05	positive	hsa-miR-195
58506	SCAF1	3.42e-05	2.55e-05	positive	hsa-miR-198
8341	HIST1H2BN	3.43e-05	3.43e-05	positive	hsa-miR-760
1756	DMD	3.44e-05	8.55e-09	negative	hsa-miR-153
1756	DMD	3.44e-05	1.14e-06	positive	hsa-let-7e
83605	CCM2	3.5e-05	2.63e-05	negative	hsa-miR-23b
83605	CCM2	3.5e-05	3.28e-05	negative	hsa-miR-27b
83605	CCM2	3.5e-05	0.00457	negative	hsa-miR-19b
83605	CCM2	3.5e-05	0.000208	positive	hsa-miR-936
83605	CCM2	3.5e-05	0.00223	positive	hsa-miR-877
5298	PI4KB	3.5e-05	5.89e-05	positive	hsa-miR-429
5298	PI4KB	3.5e-05	7.19e-05	positive	hsa-miR-200b
5298	PI4KB	3.5e-05	0.00146	positive	hsa-miR-103
10059	DNM1L	3.51e-05	3.85e-05	negative	hsa-miR-575
10922	FASTK	3.51e-05	7.42e-08	negative	hsa-miR-454
10922	FASTK	3.51e-05	0.000703	negative	hsa-miR-20b
10922	FASTK	3.51e-05	0.00102	negative	hsa-miR-20a
10922	FASTK	3.51e-05	0.00112	negative	hsa-miR-301a
10922	FASTK	3.51e-05	0.00311	negative	hsa-miR-130a
10019	SH2B3	3.52e-05	3.04e-05	negative	hsa-miR-30e
10019	SH2B3	3.52e-05	0.000434	negative	hsa-miR-152
10019	SH2B3	3.52e-05	6.5e-06	positive	hsa-miR-198
10019	SH2B3	3.52e-05	0.00112	positive	hsa-miR-1237
5376	PMP22	3.53e-05	2.29e-10	positive	hsa-miR-505
5376	PMP22	3.53e-05	1.26e-06	positive	hsa-miR-29a
5376	PMP22	3.53e-05	0.00731	positive	hsa-miR-29b
23336	SYNM	3.54e-05	3.21e-06	negative	hsa-miR-19a
23336	SYNM	3.54e-05	0.00121	negative	hsa-miR-19b
4144	MAT2A	3.54e-05	0.000403	negative	hsa-miR-30d
4144	MAT2A	3.54e-05	0.00135	negative	hsa-miR-631
4144	MAT2A	3.54e-05	8.81e-05	positive	hsa-miR-23b
4144	MAT2A	3.54e-05	0.000294	positive	hsa-miR-23a
4144	MAT2A	3.54e-05	0.000681	positive	hsa-miR-340
116150	NUS1	3.56e-05	0.000565	negative	hsa-miR-548c-5p
116150	NUS1	3.56e-05	0.00103	negative	hsa-miR-513b
116150	NUS1	3.56e-05	0.00335	negative	hsa-miR-485-3p
116150	NUS1	3.56e-05	0.00386	negative	hsa-miR-548c-3p
116150	NUS1	3.56e-05	0.0058	negative	hsa-miR-512-3p
116150	NUS1	3.56e-05	0.00654	negative	hsa-miR-548d-5p
116150	NUS1	3.56e-05	2.45e-07	positive	hsa-miR-30c
116150	NUS1	3.56e-05	0.000527	positive	hsa-miR-30b
116150	NUS1	3.56e-05	0.00217	positive	hsa-miR-96
116150	NUS1	3.56e-05	0.00581	positive	hsa-miR-130a
2294	FOXF1	3.56e-05	7.46e-10	negative	hsa-miR-93
2294	FOXF1	3.56e-05	5.37e-05	positive	hsa-miR-205
9761	MLEC	3.56e-05	1.27e-06	positive	hsa-miR-200c
9761	MLEC	3.56e-05	0.000303	positive	hsa-miR-429
9761	MLEC	3.56e-05	0.000737	positive	hsa-miR-331-3p
84239	ATP13A4	3.58e-05	3.58e-05	negative	hsa-miR-204
23218	NBEAL2	3.58e-05	8.56e-05	negative	hsa-miR-125b
23218	NBEAL2	3.58e-05	0.00206	negative	hsa-miR-125a-5p
23218	NBEAL2	3.58e-05	0.0015	positive	hsa-miR-423-5p
10724	MGEA5	3.59e-05	6.16e-05	positive	hsa-miR-20b
10724	MGEA5	3.59e-05	0.000346	positive	hsa-miR-582-5p
22850	ADNP2	3.6e-05	3.61e-06	positive	hsa-miR-16
22850	ADNP2	3.6e-05	3.5e-05	positive	hsa-miR-195
22850	ADNP2	3.6e-05	0.00141	positive	hsa-miR-26a
9212	AURKB	3.61e-05	2.96e-07	negative	hsa-let-7e
9212	AURKB	3.61e-05	0.000128	negative	hsa-let-7d
9212	AURKB	3.61e-05	0.00018	negative	hsa-let-7c
9212	AURKB	3.61e-05	0.000191	negative	hsa-let-7f
9212	AURKB	3.61e-05	0.000244	negative	hsa-let-7g
9212	AURKB	3.61e-05	0.000355	negative	hsa-let-7a
9212	AURKB	3.61e-05	0.00037	negative	hsa-miR-98
9776	ATG13	3.62e-05	3.62e-05	negative	hsa-miR-206
3229	HOXC13	3.62e-05	0.00015	negative	hsa-miR-200a
3229	HOXC13	3.62e-05	2.26e-06	positive	hsa-miR-501-3p
1434	CSE1L	3.63e-05	3.63e-05	positive	hsa-miR-203
10299	MARCH6	3.64e-05	6.73e-06	positive	hsa-miR-30b
10299	MARCH6	3.64e-05	0.000253	positive	hsa-miR-30c
51172	NAGPA	3.66e-05	9.47e-05	negative	hsa-miR-30c
51172	NAGPA	3.66e-05	0.00112	negative	hsa-miR-30b
202915	TMEM184A	3.66e-05	1.92e-08	negative	hsa-miR-139-5p
246269	LACE1	3.66e-05	6.05e-05	negative	hsa-miR-198
246269	LACE1	3.66e-05	0.00252	positive	hsa-miR-20a
246269	LACE1	3.66e-05	0.00317	positive	hsa-miR-20b
10956	OS9	3.66e-05	3.66e-05	positive	hsa-miR-145
55321	TMEM74B	3.68e-05	1e-05	negative	hsa-miR-195
55321	TMEM74B	3.68e-05	2.61e-05	negative	hsa-miR-16
55321	TMEM74B	3.68e-05	0.000341	negative	hsa-miR-15a
10856	RUVBL2	3.68e-05	8.66e-05	negative	hsa-miR-27a
10856	RUVBL2	3.68e-05	0.000132	negative	hsa-miR-27b
9975	NR1D2	3.7e-05	4.47e-06	negative	hsa-miR-584
9975	NR1D2	3.7e-05	0.000133	negative	hsa-miR-501-3p
9975	NR1D2	3.7e-05	0.000759	positive	hsa-miR-340
55257	C20orf20	3.71e-05	4.42e-06	negative	hsa-miR-101
55257	C20orf20	3.71e-05	0.000145	negative	hsa-miR-145
57214	KIAA1199	3.72e-05	5.39e-08	negative	hsa-miR-29c
57214	KIAA1199	3.72e-05	4.05e-06	negative	hsa-miR-374b
57214	KIAA1199	3.72e-05	1.45e-05	negative	hsa-miR-374a
2002	ELK1	3.72e-05	1.52e-06	negative	hsa-miR-495
2002	ELK1	3.72e-05	0.000454	positive	hsa-miR-423-5p
54997	TESC	3.76e-05	3.76e-05	negative	hsa-miR-495
339855	KY	3.77e-05	3.03e-06	negative	hsa-miR-16
339855	KY	3.77e-05	3.58e-06	negative	hsa-miR-15a
339855	KY	3.77e-05	7.13e-05	negative	hsa-miR-107
339855	KY	3.77e-05	0.000316	negative	hsa-miR-195
130557	ZNF513	3.82e-05	0.00167	negative	hsa-miR-331-3p
130557	ZNF513	3.82e-05	0.00226	negative	hsa-miR-340
